epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))"
1,0.6116068525262989,0.46831822395324707,inf,0.4811263703605504,0.8354050517082214,inf
2,0.4120076770606387,0.8535190224647522,inf,0.39459133339883057,0.8504071831703186,inf
3,0.34694116129852043,0.8576748967170715,inf,0.3463402500430357,0.8469781279563904,inf
4,0.3104999889324461,0.8550302386283875,inf,0.3163400883379492,0.8504071831703186,inf
5,0.28609059040776735,0.8565414547920227,inf,0.29150646454790263,0.8508358597755432,inf
6,0.25922231104768406,0.8582685589790344,inf,0.27107820073956423,0.8499785661697388,inf
7,0.2432521858069258,0.8591321110725403,inf,0.261956043658977,0.8508358597755432,inf
8,0.23676881763472823,0.8595099449157715,inf,0.2495758530855613,0.8495499491691589,inf
9,0.22801345548755497,0.8624784350395203,inf,0.2435592491071201,0.8576939702033997,inf
10,0.224733334667427,0.8655548095703125,inf,0.23528379588433115,0.8568366765975952,inf
11,0.21734449832225916,0.8681455254554749,inf,0.23536982673482554,0.8568366765975952,inf
12,0.21696313393825126,0.869117021560669,inf,0.23106049058633377,0.8615516424179077,inf
13,0.21388317951873229,0.8685773015022278,inf,0.2303493257874207,0.8598371148109436,inf
14,0.21772774585915636,0.8699265718460083,inf,0.2311448814229841,0.8615516424179077,inf
15,0.2164507449898628,0.8701424598693848,inf,0.23334290764014265,0.8598371148109436,inf
16,0.21501114103131838,0.8694947957992554,inf,0.2313797405640622,0.8598371148109436,inf
17,0.21345426953627344,0.870520293712616,inf,0.22486805447006544,0.8602657318115234,inf
18,0.20903330886313362,0.8695487976074219,inf,0.22848203634499636,0.8615516424179077,inf
19,0.21206495356157057,0.8708441257476807,inf,0.23208320401473315,0.8619802594184875,inf
20,0.21300974821353777,0.8710060715675354,inf,0.22900413990120214,0.8619802594184875,inf
21,0.21214465888017664,0.8693329095840454,inf,0.22623109784275655,0.860694408416748,inf
22,0.2078082064716928,0.8685232996940613,inf,0.22712351363468736,0.8602657318115234,inf
23,0.21289553135364553,0.8692789077758789,inf,0.22659995587931459,0.8602657318115234,inf
24,0.20476915308353139,0.8689550757408142,inf,0.22794102379392145,0.860694408416748,inf
25,0.2111564654555236,0.8690090775489807,inf,0.22751253425116533,0.860694408416748,inf
26,0.20741716402034538,0.8692249655723572,inf,0.22859594478606454,0.860694408416748,inf
27,0.21026843587885147,0.8691709637641907,inf,0.23209449616079988,0.860694408416748,inf
28,0.21046236595862045,0.8691709637641907,inf,0.22761243538257386,0.860694408416748,inf
29,0.20524893435634037,0.8690630197525024,inf,0.2293802845479414,0.8602657318115234,inf
30,0.2090200828804985,0.8693868517875671,inf,0.21976272587424814,0.860694408416748,inf
31,0.20565788656592365,0.869117021560669,inf,0.2233091598010432,0.860694408416748,inf
32,0.2051752145161464,0.8691709637641907,inf,0.22586575114208915,0.860694408416748,inf
33,0.2075192227279996,0.8691709637641907,inf,0.22900117751328475,0.860694408416748,inf
34,0.21055988504031314,0.8692249655723572,inf,0.23399233118205973,0.8576939702033997,inf
35,0.20923644723526033,0.8683614134788513,inf,0.22680356153128758,0.8602657318115234,inf
36,0.21009537016039034,0.868685245513916,inf,0.22372741479250305,0.8576939702033997,inf
37,0.206679204975876,0.8690630197525024,inf,0.2292984668504519,0.8576939702033997,inf
38,0.20732273363565062,0.8693329095840454,inf,0.22908727548003777,0.860694408416748,inf
39,0.2071149335478675,0.8686312437057495,inf,0.22778411777644844,0.8568366765975952,inf
40,0.2060596477004457,0.8681994676589966,inf,0.2267013149871717,0.8602657318115234,inf
41,0.20634376097056412,0.8683074116706848,inf,0.2265657945513472,0.8559794425964355,inf
42,0.20675790379169062,0.8683074116706848,inf,0.22876562722461316,0.8572653532028198,inf
43,0.2101073884845858,0.868685245513916,inf,0.22682216957107512,0.8568366765975952,inf
44,0.20901598730360402,0.8680915236473083,inf,0.224916060305951,0.8568366765975952,inf
45,0.20258531252612622,0.8684693574905396,inf,0.22725794117590323,0.8568366765975952,inf
46,0.20890638457689167,0.865338921546936,inf,0.22563327943964961,0.8568366765975952,inf
47,0.20513059123837854,0.8678216934204102,inf,0.23175018546578374,0.853407621383667,inf
48,0.2051294742564933,0.8676597476005554,inf,0.2226094508066647,0.8546935319900513,inf
49,0.2047390050486675,0.8675518035888672,inf,0.22704620726600977,0.8559794425964355,inf
50,0.2001809471122715,0.8681994676589966,inf,0.22197012012503425,0.8542649149894714,inf
51,0.20626011632045593,0.8678216934204102,inf,0.2240023342683432,0.8555507659912109,inf
52,0.20544155233268183,0.8673359155654907,inf,0.23317627053316772,0.8551221489906311,inf
53,0.20234667111228002,0.8682534694671631,inf,0.2180331318924041,0.8555507659912109,inf
54,0.1970308757654606,0.867443859577179,inf,0.21684482698645263,0.8555507659912109,inf
55,0.20415501459544055,0.8662564754486084,inf,0.21806716079794286,0.8551221489906311,inf
56,0.2033186904267002,0.8671740293502808,inf,0.2212440748224306,0.8564080595970154,inf
57,0.20482648351315316,0.8683614134788513,inf,0.22177744780111044,0.8559794425964355,inf
58,0.2058673304781625,0.8664723634719849,inf,0.22065374583403752,0.8559794425964355,inf
59,0.20155217398636263,0.8666882514953613,inf,0.22491587007370806,0.8542649149894714,inf
60,0.20244682091839097,0.8676058053970337,inf,0.22087293011373704,0.8546935319900513,inf
61,0.20315382261284562,0.8684693574905396,inf,0.22828629571103573,0.8542649149894714,inf
62,0.20485215289077574,0.8678216934204102,inf,0.21951899607609324,0.853407621383667,inf
63,0.1987992629222685,0.8669041395187378,inf,0.22389857990619755,0.853407621383667,inf
64,0.2029170210722948,0.8665263652801514,inf,0.219587754255875,0.8555507659912109,inf
65,0.19903740373208173,0.8675518035888672,inf,0.2203831776436328,0.8546935319900513,inf
66,0.19885005915937462,0.8655008673667908,inf,0.22309901391933626,0.8491213321685791,inf
67,0.197329662181776,0.8673359155654907,inf,0.21535854414501002,0.8538362383842468,inf
68,0.19596481289585202,0.8679835796356201,inf,0.21623194046845226,0.8551221489906311,inf
69,0.19883503650726392,0.8656627535820007,inf,0.22197591351374568,0.8491213321685791,inf
70,0.19696902776332467,0.8660405874252319,inf,0.21783347516286738,0.8529790043830872,inf
71,0.198378580296398,0.8658786416053772,inf,0.2265829108463311,0.8444063663482666,inf
72,0.2010881922367089,0.8666882514953613,inf,0.2140887531935626,0.8555507659912109,inf
73,0.197013083346666,0.8623164892196655,inf,0.22268979799893043,0.841834545135498,inf
74,0.19616356106470192,0.8563255667686462,inf,0.21646946469475561,0.8461208939552307,inf
75,0.1948139018784222,0.8581066727638245,inf,0.21727241141138398,0.8452636003494263,inf
76,0.19442739770054243,0.8588622808456421,inf,0.21500873298653247,0.8461208939552307,inf
77,0.1955527868784268,0.8567573428153992,inf,0.21914693062053542,0.8448349833488464,inf
78,0.1944295210766072,0.861129105091095,inf,0.21824399541240655,0.8409773111343384,inf
79,0.1942919108336314,0.8575669527053833,inf,0.22089870213598772,0.8426918387413025,inf
80,0.19524940936136928,0.8573510646820068,inf,0.20996619084990104,0.8469781279563904,inf
81,0.19528124197240732,0.8608052730560303,inf,0.21805114022770317,0.8431204557418823,inf
82,0.1927334747564902,0.8588082790374756,inf,0.217229097292112,0.8499785661697388,inf
83,0.1942655314392788,0.8627482652664185,inf,0.21973587505438014,0.8435490727424622,inf
84,0.1956579087383724,0.8597797751426697,inf,0.21449963242726544,0.8452636003494263,inf
85,0.19391500757966776,0.8572431206703186,inf,0.21063937538402897,0.8426918387413025,inf
86,0.19528001567183872,0.8596718311309814,inf,0.21633428798195029,0.8469781279563904,inf
87,0.19459454247634492,0.8636658191680908,inf,0.21577938607480215,0.8448349833488464,inf
88,0.1924148707551453,0.8585923910140991,inf,0.21950352872728632,0.8371195793151855,inf
89,0.19187879981579017,0.8587003350257874,inf,0.21364826411155766,0.8465495109558105,inf
90,0.19449967419652933,0.8595099449157715,inf,0.21402840135625825,0.843977689743042,inf
91,0.19071656675141532,0.8592400550842285,inf,0.21217922817913418,0.8456922173500061,inf
92,0.18900061945667085,0.8584305047988892,inf,0.21055451565923947,0.8474067449569702,inf
93,0.19045354970520398,0.8601036071777344,inf,0.21699999145670676,0.8456922173500061,inf
94,0.1921099734601777,0.8589702248573303,inf,0.2172366044420785,0.8452636003494263,inf
95,0.192650151874165,0.8583765029907227,inf,0.21359073933331496,0.8371195793151855,inf
96,0.19079932092734456,0.8605353832244873,inf,0.21490918815551888,0.8435490727424622,inf
97,0.19332949090314014,0.8571891188621521,inf,0.21392321594181535,0.843977689743042,inf
98,0.1915258111724981,0.8595638871192932,inf,0.20992185866225113,0.8469781279563904,inf
99,0.19273389443962205,0.8598877191543579,inf,0.2123639752163814,0.843977689743042,inf
100,0.19184826536849536,0.8589162230491638,inf,0.21457943282072042,0.8452636003494263,inf
